response,propensity_score,result_financeiro,result_acumulado
0,0.0022055306,-399,26964526
0,0.0022055306,-399,26964127
0,0.0022055306,-399,26963728
0,0.0022049379,-399,26963329
0,0.0022048391,-399,26962930
0,0.0022048077,-399,26962531
0,0.0022046533,-399,26962132
0,0.002204167,-399,26961733
0,0.0022040335,-399,26961334
0,0.0022040294,-399,26960935
0,0.0022039958,-399,26960536
0,0.0022038145,-399,26960137
0,0.002203785,-399,26959738
0,0.0022036247,-399,26959339
0,0.0022035083,-399,26958940
0,0.0022034987,-399,26958541
0,0.0022033574,-399,26958142
0,0.0022031604,-399,26957743
0,0.0022031027,-399,26957344
0,0.0022031027,-399,26956945
0,0.0022031027,-399,26956546
0,0.0022030314,-399,26956147
0,0.0022028848,-399,26955748
0,0.0022026699,-399,26955349
0,0.0022026699,-399,26954950
0,0.0022026699,-399,26954551
0,0.0022026699,-399,26954152
0,0.0022025232,-399,26953753
0,0.0022025052,-399,26953354
0,0.00220232,-399,26952955
0,0.0022022643,-399,26952556
0,0.0022022643,-399,26952157
0,0.0022019101,-399,26951758
0,0.00220184,-399,26951359
0,0.00220182,-399,26950960
0,0.002201626,-399,26950561
0,0.002201626,-399,26950162
0,0.002201626,-399,26949763
0,0.0022011949,-399,26949364
0,0.0022011737,-399,26948965
0,0.0022011069,-399,26948566
0,0.0022009811,-399,26948167
0,0.0022008491,-399,26947768
0,0.0022008123,-399,26947369
0,0.0022007476,-399,26946970
0,0.0022005863,-399,26946571
0,0.0022000251,-399,26946172
0,0.0021999455,-399,26945773
0,0.0021998158,-399,26945374
0,0.0021997383,-399,26944975
0,0.0021994591,-399,26944576
0,0.002199396,-399,26944177
0,0.00219928,-399,26943778
0,0.0021992193,-399,26943379
0,0.0021991848,-399,26942980
0,0.0021991231,-399,26942581
0,0.002199007,-399,26942182
0,0.0021988878,-399,26941783
0,0.0021986743,-399,26941384
0,0.0021985727,-399,26940985
0,0.0021984545,-399,26940586
0,0.002198443,-399,26940187
0,0.0021980717,-399,26939788
0,0.0021980256,-399,26939389
0,0.0021980195,-399,26938990
0,0.0021978102,-399,26938591
0,0.002197505,-399,26938192
0,0.0021974912,-399,26937793
0,0.0021974652,-399,26937394
0,0.0021968693,-399,26936995
0,0.0021965245,-399,26936596
0,0.0021964347,-399,26936197
0,0.0021963918,-399,26935798
0,0.002196372,-399,26935399
0,0.0021962486,-399,26935000
0,0.00219595,-399,26934601
0,0.002195603,-399,26934202
0,0.0021955653,-399,26933803
0,0.0021955653,-399,26933404
0,0.0021955653,-399,26933005
0,0.0021954128,-399,26932606
0,0.0021954128,-399,26932207
0,0.0021954128,-399,26931808
0,0.0021952437,-399,26931409
0,0.002194904,-399,26931010
0,0.0021947694,-399,26930611
0,0.0021945753,-399,26930212
0,0.0021943601,-399,26929813
0,0.0021938612,-399,26929414
0,0.002193839,-399,26929015
0,0.0021938193,-399,26928616
0,0.0021937704,-399,26928217
0,0.0021937015,-399,26927818
0,0.0021937015,-399,26927419
0,0.00219357,-399,26927020
0,0.0021934947,-399,26926621
0,0.0021934405,-399,26926222
0,0.0021931587,-399,26925823
0,0.002192683,-399,26925424
0,0.002192683,-399,26925025
0,0.0021926204,-399,26924626
0,0.0021926204,-399,26924227
0,0.0021926204,-399,26923828
0,0.0021921333,-399,26923429
0,0.0021921333,-399,26923030
0,0.002192027,-399,26922631
0,0.002192027,-399,26922232
0,0.0021919988,-399,26921833
0,0.0021919487,-399,26921434
0,0.002191931,-399,26921035
0,0.0021916996,-399,26920636
0,0.0021916274,-399,26920237
0,0.0021915836,-399,26919838
0,0.002191277,-399,26919439
0,0.0021912095,-399,26919040
0,0.0021909352,-399,26918641
0,0.0021909352,-399,26918242
0,0.0021909352,-399,26917843
0,0.0021909352,-399,26917444
0,0.002190806,-399,26917045
0,0.0021907517,-399,26916646
0,0.0021907517,-399,26916247
0,0.0021906486,-399,26915848
0,0.0021906288,-399,26915449
0,0.0021905901,-399,26915050
0,0.0021904933,-399,26914651
0,0.002190213,-399,26914252
0,0.0021899117,-399,26913853
0,0.002189869,-399,26913454
0,0.0021898597,-399,26913055
0,0.0021896793,-399,26912656
0,0.0021896346,-399,26912257
0,0.002189493,-399,26911858
0,0.0021893887,-399,26911459
0,0.0021893794,-399,26911060
0,0.0021892877,-399,26910661
0,0.002188514,-399,26910262
0,0.0021884087,-399,26909863
0,0.0021883578,-399,26909464
0,0.0021882474,-399,26909065
0,0.0021881494,-399,26908666
0,0.0021881224,-399,26908267
0,0.002188089,-399,26907868
0,0.0021880807,-399,26907469
0,0.0021879724,-399,26907070
0,0.002187908,-399,26906671
0,0.0021877342,-399,26906272
0,0.0021875894,-399,26905873
0,0.0021873699,-399,26905474
0,0.0021873293,-399,26905075
0,0.0021872607,-399,26904676
0,0.0021872607,-399,26904277
0,0.0021872607,-399,26903878
0,0.0021872607,-399,26903479
0,0.0021872607,-399,26903080
0,0.0021872607,-399,26902681
0,0.0021872565,-399,26902282
0,0.0021870763,-399,26901883
0,0.002186989,-399,26901484
0,0.0021869629,-399,26901085
0,0.0021869317,-399,26900686
0,0.0021866185,-399,26900287
0,0.0021864772,-399,26899888
0,0.002186447,-399,26899489
0,0.0021862877,-399,26899090
0,0.00218624,-399,26898691
0,0.00218624,-399,26898292
0,0.0021860797,-399,26897893
0,0.0021860797,-399,26897494
0,0.0021859102,-399,26897095
0,0.0021853829,-399,26896696
0,0.0021852572,-399,26896297
0,0.002184889,-399,26895898
0,0.0021847996,-399,26895499
0,0.0021847624,-399,26895100
0,0.0021847165,-399,26894701
0,0.0021845025,-399,26894302
0,0.002184279,-399,26893903
0,0.00218425,-399,26893504
0,0.0021841605,-399,26893105
0,0.002184142,-399,26892706
0,0.0021840078,-399,26892307
0,0.0021839766,-399,26891908
0,0.0021837717,-399,26891509
0,0.0021836336,-399,26891110
0,0.0021835568,-399,26890711
0,0.0021834944,-399,26890312
0,0.0021834653,-399,26889913
0,0.0021833915,-399,26889514
0,0.0021832138,-399,26889115
0,0.0021831673,-399,26888716
0,0.0021831184,-399,26888317
0,0.0021828318,-399,26887918
0,0.0021827393,-399,26887519
0,0.0021826646,-399,26887120
0,0.0021823822,-399,26886721
0,0.0021823768,-399,26886322
0,0.0021822979,-399,26885923
0,0.0021821682,-399,26885524
0,0.0021820446,-399,26885125
0,0.0021817996,-399,26884726
0,0.0021817756,-399,26884327
0,0.0021816741,-399,26883928
0,0.002181591,-399,26883529
0,0.0021815721,-399,26883130
0,0.0021815246,-399,26882731
0,0.0021814518,-399,26882332
0,0.002181015,-399,26881933
0,0.0021807929,-399,26881534
0,0.0021807265,-399,26881135
0,0.002180407,-399,26880736
0,0.0021803777,-399,26880337
0,0.0021801495,-399,26879938
0,0.0021801195,-399,26879539
0,0.0021800927,-399,26879140
0,0.0021800883,-399,26878741
0,0.0021799153,-399,26878342
0,0.0021799153,-399,26877943
0,0.0021798487,-399,26877544
0,0.0021798208,-399,26877145
0,0.0021797556,-399,26876746
0,0.0021797027,-399,26876347
0,0.0021792473,-399,26875948
0,0.0021781714,-399,26875549
0,0.0021781093,-399,26875150
0,0.0021779723,-399,26874751
0,0.0021775477,-399,26874352
0,0.002177274,-399,26873953
0,0.002177274,-399,26873554
0,0.002177274,-399,26873155
0,0.0021772254,-399,26872756
0,0.00217698,-399,26872357
0,0.002176927,-399,26871958
0,0.0021768194,-399,26871559
0,0.0021768194,-399,26871160
0,0.0021768194,-399,26870761
0,0.0021767996,-399,26870362
0,0.0021767488,-399,26869963
0,0.0021766785,-399,26869564
0,0.0021765842,-399,26869165
0,0.0021765842,-399,26868766
0,0.0021765449,-399,26868367
0,0.0021761782,-399,26867968
0,0.0021759982,-399,26867569
0,0.0021759474,-399,26867170
0,0.0021757206,-399,26866771
0,0.0021756876,-399,26866372
0,0.0021756876,-399,26865973
0,0.0021755386,-399,26865574
0,0.0021754298,-399,26865175
0,0.0021754052,-399,26864776
0,0.0021750603,-399,26864377
0,0.0021750603,-399,26863978
0,0.0021750603,-399,26863579
0,0.0021750117,-399,26863180
0,0.0021750117,-399,26862781
0,0.0021750117,-399,26862382
0,0.0021750117,-399,26861983
0,0.0021750117,-399,26861584
0,0.002174932,-399,26861185
0,0.0021746815,-399,26860786
0,0.0021746238,-399,26860387
0,0.0021746226,-399,26859988
0,0.0021744932,-399,26859589
0,0.0021744706,-399,26859190
0,0.0021744312,-399,26858791
0,0.002174032,-399,26858392
0,0.0021739968,-399,26857993
0,0.002173827,-399,26857594
0,0.0021738156,-399,26857195
0,0.0021736822,-399,26856796
0,0.0021736266,-399,26856397
0,0.0021736233,-399,26855998
0,0.0021735157,-399,26855599
0,0.0021734713,-399,26855200
0,0.0021734373,-399,26854801
0,0.002173187,-399,26854402
0,0.0021731446,-399,26854003
0,0.0021731446,-399,26853604
0,0.0021731446,-399,26853205
0,0.0021731446,-399,26852806
0,0.0021730463,-399,26852407
0,0.002172947,-399,26852008
0,0.0021726866,-399,26851609
0,0.00217261,-399,26851210
0,0.002172457,-399,26850811
0,0.0021721749,-399,26850412
0,0.0021719444,-399,26850013
0,0.0021719176,-399,26849614
0,0.0021717201,-399,26849215
0,0.0021717201,-399,26848816
0,0.0021716973,-399,26848417
0,0.0021715807,-399,26848018
0,0.0021713213,-399,26847619
0,0.0021713027,-399,26847220
0,0.0021712966,-399,26846821
0,0.0021711932,-399,26846422
0,0.0021711932,-399,26846023
0,0.0021711932,-399,26845624
0,0.0021711385,-399,26845225
0,0.0021711004,-399,26844826
0,0.0021708938,-399,26844427
0,0.0021704466,-399,26844028
0,0.0021704084,-399,26843629
0,0.0021702473,-399,26843230
0,0.0021702473,-399,26842831
0,0.0021701553,-399,26842432
0,0.0021701553,-399,26842033
0,0.002169573,-399,26841634
0,0.0021695162,-399,26841235
0,0.002169222,-399,26840836
0,0.0021690528,-399,26840437
0,0.0021690528,-399,26840038
0,0.0021689113,-399,26839639
0,0.0021685937,-399,26839240
0,0.0021685802,-399,26838841
0,0.0021684791,-399,26838442
0,0.0021681406,-399,26838043
0,0.0021681292,-399,26837644
0,0.0021681292,-399,26837245
0,0.0021681292,-399,26836846
0,0.0021681292,-399,26836447
0,0.0021680396,-399,26836048
0,0.0021679322,-399,26835649
0,0.0021676465,-399,26835250
0,0.0021674754,-399,26834851
0,0.002166935,-399,26834452
0,0.002166933,-399,26834053
0,0.0021669206,-399,26833654
0,0.0021669124,-399,26833255
0,0.00216687,-399,26832856
0,0.0021667515,-399,26832457
0,0.0021667113,-399,26832058
0,0.0021667092,-399,26831659
0,0.0021665741,-399,26831260
0,0.0021665741,-399,26830861
0,0.0021665308,-399,26830462
0,0.0021664824,-399,26830063
0,0.0021664496,-399,26829664
0,0.002166295,-399,26829265
0,0.0021659713,-399,26828866
0,0.0021658847,-399,26828467
0,0.0021658125,-399,26828068
0,0.0021658125,-399,26827669
0,0.0021654353,-399,26827270
0,0.0021654353,-399,26826871
0,0.0021654353,-399,26826472
0,0.0021654353,-399,26826073
0,0.002165324,-399,26825674
0,0.0021650821,-399,26825275
0,0.0021650335,-399,26824876
0,0.0021649315,-399,26824477
0,0.0021648563,-399,26824078
0,0.0021648277,-399,26823679
0,0.0021648277,-399,26823280
0,0.0021648277,-399,26822881
0,0.0021647143,-399,26822482
0,0.0021645897,-399,26822083
0,0.0021643694,-399,26821684
0,0.0021643694,-399,26821285
0,0.0021642642,-399,26820886
0,0.002163902,-399,26820487
0,0.002163902,-399,26820088
0,0.002163902,-399,26819689
0,0.002163902,-399,26819290
0,0.0021638977,-399,26818891
0,0.0021633264,-399,26818492
0,0.002163317,-399,26818093
0,0.0021632903,-399,26817694
0,0.0021630032,-399,26817295
0,0.002162851,-399,26816896
0,0.0021627275,-399,26816497
0,0.0021627275,-399,26816098
0,0.0021627275,-399,26815699
0,0.0021627275,-399,26815300
0,0.0021627275,-399,26814901
0,0.0021627275,-399,26814502
0,0.0021627275,-399,26814103
0,0.0021627275,-399,26813704
0,0.0021627275,-399,26813305
0,0.0021627275,-399,26812906
0,0.0021627275,-399,26812507
0,0.0021627275,-399,26812108
0,0.0021627275,-399,26811709
0,0.0021627275,-399,26811310
0,0.0021627275,-399,26810911
0,0.0021627275,-399,26810512
0,0.0021627275,-399,26810113
0,0.0021627275,-399,26809714
0,0.0021625217,-399,26809315
0,0.0021625082,-399,26808916
0,0.002162355,-399,26808517
0,0.0021621399,-399,26808118
0,0.0021621399,-399,26807719
0,0.0021621224,-399,26807320
0,0.0021618633,-399,26806921
0,0.002161857,-399,26806522
0,0.002161857,-399,26806123
0,0.002161857,-399,26805724
0,0.002161857,-399,26805325
0,0.0021618013,-399,26804926
0,0.0021617378,-399,26804527
0,0.0021617326,-399,26804128
0,0.002161679,-399,26803729
0,0.002161679,-399,26803330
0,0.002161609,-399,26802931
0,0.0021614733,-399,26802532
0,0.0021614444,-399,26802133
0,0.002161245,-399,26801734
0,0.002161245,-399,26801335
0,0.002161245,-399,26800936
0,0.0021611166,-399,26800537
0,0.0021610423,-399,26800138
0,0.0021608758,-399,26799739
0,0.0021607503,-399,26799340
0,0.0021606793,-399,26798941
0,0.0021606507,-399,26798542
0,0.0021605766,-399,26798143
0,0.0021605098,-399,26797744
0,0.002160475,-399,26797345
0,0.002160448,-399,26796946
0,0.002160366,-399,26796547
0,0.0021602518,-399,26796148
0,0.0021600905,-399,26795749
0,0.0021600155,-399,26795350
0,0.0021598418,-399,26794951
0,0.0021596754,-399,26794552
0,0.002159516,-399,26794153
0,0.0021593475,-399,26793754
0,0.0021593475,-399,26793355
0,0.0021593382,-399,26792956
0,0.0021593382,-399,26792557
0,0.0021593382,-399,26792158
0,0.0021593382,-399,26791759
0,0.0021591738,-399,26791360
0,0.0021591738,-399,26790961
0,0.0021590567,-399,26790562
0,0.0021589408,-399,26790163
0,0.0021589408,-399,26789764
0,0.0021589408,-399,26789365
0,0.0021589408,-399,26788966
0,0.0021588842,-399,26788567
0,0.0021588595,-399,26788168
0,0.002158728,-399,26787769
0,0.0021585,-399,26787370
0,0.0021582968,-399,26786971
0,0.0021582248,-399,26786572
0,0.0021582157,-399,26786173
0,0.0021582157,-399,26785774
0,0.0021581396,-399,26785375
0,0.002158036,-399,26784976
0,0.0021578746,-399,26784577
0,0.0021578746,-399,26784178
0,0.0021577792,-399,26783779
0,0.0021576025,-399,26783380
0,0.0021572784,-399,26782981
0,0.0021572392,-399,26782582
0,0.0021571203,-399,26782183
0,0.0021571203,-399,26781784
0,0.0021571203,-399,26781385
0,0.0021571203,-399,26780986
0,0.002157035,-399,26780587
0,0.0021569908,-399,26780188
0,0.00215676,-399,26779789
0,0.0021566993,-399,26779390
0,0.00215645,-399,26778991
0,0.0021562541,-399,26778592
0,0.0021559524,-399,26778193
0,0.0021559515,-399,26777794
0,0.0021557843,-399,26777395
0,0.0021557843,-399,26776996
0,0.0021557843,-399,26776597
0,0.0021557843,-399,26776198
0,0.0021553484,-399,26775799
0,0.0021551207,-399,26775400
0,0.0021551186,-399,26775001
0,0.0021549298,-399,26774602
0,0.0021549298,-399,26774203
0,0.0021547843,-399,26773804
0,0.0021545743,-399,26773405
0,0.0021545126,-399,26773006
0,0.0021544502,-399,26772607
0,0.0021542185,-399,26772208
0,0.0021540462,-399,26771809
0,0.0021539265,-399,26771410
0,0.002153907,-399,26771011
0,0.0021535545,-399,26770612
0,0.0021535452,-399,26770213
0,0.002153411,-399,26769814
0,0.0021528003,-399,26769415
0,0.0021526734,-399,26769016
0,0.002152655,-399,26768617
0,0.002152445,-399,26768218
0,0.0021524173,-399,26767819
0,0.0021523691,-399,26767420
0,0.0021522013,-399,26767021
0,0.0021520485,-399,26766622
0,0.0021516124,-399,26766223
0,0.0021516115,-399,26765824
0,0.0021515735,-399,26765425
0,0.0021514774,-399,26765026
0,0.0021514436,-399,26764627
0,0.002151328,-399,26764228
0,0.002150983,-399,26763829
0,0.0021506513,-399,26763430
0,0.0021506513,-399,26763031
0,0.0021506154,-399,26762632
0,0.0021506154,-399,26762233
0,0.0021506154,-399,26761834
0,0.0021506154,-399,26761435
0,0.0021506154,-399,26761036
0,0.0021506154,-399,26760637
0,0.0021506154,-399,26760238
0,0.0021505768,-399,26759839
0,0.0021505102,-399,26759440
0,0.002150505,-399,26759041
0,0.0021504192,-399,26758642
0,0.0021503454,-399,26758243
0,0.0021502576,-399,26757844
0,0.002150236,-399,26757445
0,0.0021500213,-399,26757046
0,0.0021498902,-399,26756647
0,0.0021497307,-399,26756248
0,0.0021496806,-399,26755849
0,0.002149656,-399,26755450
0,0.0021496324,-399,26755051
0,0.0021496285,-399,26754652
0,0.0021495863,-399,26754253
0,0.0021495405,-399,26753854
0,0.002149526,-399,26753455
0,0.0021491363,-399,26753056
0,0.0021491149,-399,26752657
0,0.0021490627,-399,26752258
0,0.002149034,-399,26751859
0,0.002149034,-399,26751460
0,0.0021485067,-399,26751061
0,0.0021483472,-399,26750662
0,0.00214816,-399,26750263
0,0.0021480303,-399,26749864
0,0.0021478115,-399,26749465
0,0.0021477053,-399,26749066
0,0.002147643,-399,26748667
0,0.002147643,-399,26748268
0,0.002147165,-399,26747869
0,0.0021471381,-399,26747470
0,0.002146797,-399,26747071
0,0.002146649,-399,26746672
0,0.0021466326,-399,26746273
0,0.002146471,-399,26745874
0,0.002146466,-399,26745475
0,0.0021460322,-399,26745076
0,0.0021460322,-399,26744677
0,0.0021460322,-399,26744278
0,0.0021458992,-399,26743879
0,0.002145885,-399,26743480
0,0.002145683,-399,26743081
0,0.002145592,-399,26742682
0,0.002145588,-399,26742283
0,0.0021455686,-399,26741884
0,0.0021453816,-399,26741485
0,0.0021450683,-399,26741086
0,0.0021450468,-399,26740687
0,0.0021446825,-399,26740288
0,0.0021446263,-399,26739889
0,0.0021445306,-399,26739490
0,0.0021445306,-399,26739091
0,0.002144503,-399,26738692
0,0.0021444224,-399,26738293
0,0.0021440806,-399,26737894
0,0.0021440682,-399,26737495
0,0.0021439123,-399,26737096
0,0.0021438296,-399,26736697
0,0.002143747,-399,26736298
0,0.0021435532,-399,26735899
0,0.0021434522,-399,26735500
0,0.0021434024,-399,26735101
0,0.0021434024,-399,26734702
0,0.0021433767,-399,26734303
0,0.0021433767,-399,26733904
0,0.0021432135,-399,26733505
0,0.0021432135,-399,26733106
0,0.0021430016,-399,26732707
0,0.0021429984,-399,26732308
0,0.0021429667,-399,26731909
0,0.0021429393,-399,26731510
0,0.0021428892,-399,26731111
0,0.0021426366,-399,26730712
0,0.0021426366,-399,26730313
0,0.0021426366,-399,26729914
0,0.0021426366,-399,26729515
0,0.0021426182,-399,26729116
0,0.0021426182,-399,26728717
0,0.0021418638,-399,26728318
0,0.002141823,-399,26727919
0,0.002141823,-399,26727520
0,0.0021417812,-399,26727121
0,0.0021412717,-399,26726722
0,0.0021412717,-399,26726323
0,0.0021412575,-399,26725924
0,0.0021410985,-399,26725525
0,0.0021410924,-399,26725126
0,0.0021410924,-399,26724727
0,0.002141056,-399,26724328
0,0.002141056,-399,26723929
0,0.002141056,-399,26723530
0,0.002141056,-399,26723131
0,0.002141008,-399,26722732
0,0.0021409998,-399,26722333
0,0.0021408491,-399,26721934
0,0.0021408491,-399,26721535
0,0.002140622,-399,26721136
0,0.0021405863,-399,26720737
0,0.0021405038,-399,26720338
0,0.0021404324,-399,26719939
0,0.0021400372,-399,26719540
0,0.0021400372,-399,26719141
0,0.002140026,-399,26718742
0,0.0021398193,-399,26718343
0,0.0021397735,-399,26717944
0,0.0021397562,-399,26717545
0,0.0021397339,-399,26717146
0,0.0021395648,-399,26716747
0,0.0021395404,-399,26716348
0,0.0021395304,-399,26715949
0,0.0021395201,-399,26715550
0,0.0021394428,-399,26715151
0,0.0021394428,-399,26714752
0,0.002139397,-399,26714353
0,0.0021392787,-399,26713954
0,0.0021392382,-399,26713555
0,0.0021392382,-399,26713156
0,0.0021392095,-399,26712757
0,0.0021391425,-399,26712358
0,0.0021391374,-399,26711959
0,0.0021391322,-399,26711560
0,0.002139118,-399,26711161
0,0.0021390477,-399,26710762
0,0.0021387974,-399,26710363
0,0.002138769,-399,26709964
0,0.0021387606,-399,26709565
0,0.0021385613,-399,26709166
0,0.0021380973,-399,26708767
0,0.0021379925,-399,26708368
0,0.0021379795,-399,26707969
0,0.0021378165,-399,26707570
0,0.0021378165,-399,26707171
0,0.0021376242,-399,26706772
0,0.0021375716,-399,26706373
0,0.002137536,-399,26705974
0,0.0021372866,-399,26705575
0,0.0021372675,-399,26705176
0,0.0021370722,-399,26704777
0,0.0021368666,-399,26704378
0,0.0021366726,-399,26703979
0,0.0021366612,-399,26703580
0,0.0021366612,-399,26703181
0,0.0021366612,-399,26702782
0,0.0021366612,-399,26702383
0,0.0021366612,-399,26701984
0,0.0021366612,-399,26701585
0,0.0021364652,-399,26701186
0,0.0021363106,-399,26700787
0,0.0021360635,-399,26700388
0,0.0021360635,-399,26699989
0,0.0021360635,-399,26699590
0,0.0021360635,-399,26699191
0,0.0021360372,-399,26698792
0,0.0021358635,-399,26698393
0,0.002135842,-399,26697994
0,0.0021355909,-399,26697595
0,0.0021355636,-399,26697196
0,0.0021354153,-399,26696797
0,0.0021352903,-399,26696398
0,0.002135258,-399,26695999
0,0.0021352568,-399,26695600
0,0.0021350444,-399,26695201
0,0.0021346696,-399,26694802
0,0.00213451,-399,26694403
0,0.0021343853,-399,26694004
0,0.0021341883,-399,26693605
0,0.0021341506,-399,26693206
0,0.0021339273,-399,26692807
0,0.0021339273,-399,26692408
0,0.0021339273,-399,26692009
0,0.0021339273,-399,26691610
0,0.0021339273,-399,26691211
0,0.0021337494,-399,26690812
0,0.0021337494,-399,26690413
0,0.0021337494,-399,26690014
0,0.0021337494,-399,26689615
0,0.0021337494,-399,26689216
0,0.0021337494,-399,26688817
0,0.00213364,-399,26688418
0,0.00213364,-399,26688019
0,0.002133243,-399,26687620
0,0.0021332216,-399,26687221
0,0.002132911,-399,26686822
0,0.0021327366,-399,26686423
0,0.0021326574,-399,26686024
0,0.002132546,-399,26685625
0,0.0021322719,-399,26685226
0,0.0021320628,-399,26684827
0,0.002131931,-399,26684428
0,0.002131926,-399,26684029
0,0.002131709,-399,26683630
0,0.0021315222,-399,26683231
0,0.0021312695,-399,26682832
0,0.0021311804,-399,26682433
0,0.002131164,-399,26682034
0,0.0021311592,-399,26681635
0,0.0021311257,-399,26681236
0,0.0021310172,-399,26680837
0,0.0021309147,-399,26680438
0,0.0021308397,-399,26680039
0,0.0021308265,-399,26679640
0,0.0021307128,-399,26679241
0,0.0021306744,-399,26678842
0,0.0021304686,-399,26678443
0,0.0021303014,-399,26678044
0,0.0021301757,-399,26677645
0,0.0021301412,-399,26677246
0,0.0021300653,-399,26676847
0,0.002130052,-399,26676448
0,0.0021297217,-399,26676049
0,0.0021295361,-399,26675650
0,0.0021295361,-399,26675251
0,0.0021295361,-399,26674852
0,0.0021294735,-399,26674453
0,0.0021294653,-399,26674054
0,0.0021294502,-399,26673655
0,0.0021293783,-399,26673256
0,0.0021292595,-399,26672857
0,0.0021292595,-399,26672458
0,0.0021292595,-399,26672059
0,0.0021292595,-399,26671660
0,0.0021292595,-399,26671261
0,0.0021292595,-399,26670862
0,0.0021291736,-399,26670463
0,0.0021291473,-399,26670064
0,0.0021291128,-399,26669665
0,0.002129065,-399,26669266
0,0.0021289669,-399,26668867
0,0.0021289436,-399,26668468
0,0.0021288565,-399,26668069
0,0.002128658,-399,26667670
0,0.0021281384,-399,26667271
0,0.0021281384,-399,26666872
0,0.0021281384,-399,26666473
0,0.0021281384,-399,26666074
0,0.0021281384,-399,26665675
0,0.0021281384,-399,26665276
0,0.0021281384,-399,26664877
0,0.0021281152,-399,26664478
0,0.0021280656,-399,26664079
0,0.0021280514,-399,26663680
0,0.0021280078,-399,26663281
0,0.0021276686,-399,26662882
0,0.0021274397,-399,26662483
0,0.0021274397,-399,26662084
0,0.0021274397,-399,26661685
0,0.0021274397,-399,26661286
0,0.0021271594,-399,26660887
0,0.002127136,-399,26660488
0,0.0021270704,-399,26660089
0,0.0021270327,-399,26659690
0,0.0021268164,-399,26659291
0,0.002126641,-399,26658892
0,0.0021265978,-399,26658493
0,0.0021265077,-399,26658094
0,0.0021264267,-399,26657695
0,0.0021261405,-399,26657296
0,0.0021261203,-399,26656897
0,0.00212593,-399,26656498
0,0.0021259037,-399,26656099
0,0.0021257803,-399,26655700
0,0.0021256255,-399,26655301
0,0.0021254083,-399,26654902
0,0.0021253808,-399,26654503
0,0.0021253533,-399,26654104
0,0.002125319,-399,26653705
0,0.002125129,-399,26653306
0,0.0021246942,-399,26652907
0,0.0021246942,-399,26652508
0,0.0021246942,-399,26652109
0,0.0021246942,-399,26651710
0,0.002124502,-399,26651311
0,0.0021244537,-399,26650912
0,0.0021244052,-399,26650513
0,0.0021243778,-399,26650114
0,0.0021243747,-399,26649715
0,0.00212392,-399,26649316
0,0.0021238471,-399,26648917
0,0.0021237088,-399,26648518
0,0.002123644,-399,26648119
0,0.0021232339,-399,26647720
0,0.0021232339,-399,26647321
0,0.0021230835,-399,26646922
0,0.002122855,-399,26646523
0,0.002122855,-399,26646124
0,0.002122855,-399,26645725
0,0.0021227116,-399,26645326
0,0.002122642,-399,26644927
0,0.002122544,-399,26644528
0,0.0021220874,-399,26644129
0,0.0021220127,-399,26643730
0,0.002121941,-399,26643331
0,0.0021219198,-399,26642932
0,0.0021216685,-399,26642533
0,0.0021215999,-399,26642134
0,0.0021212373,-399,26641735
0,0.0021211042,-399,26641336
0,0.0021209074,-399,26640937
0,0.0021209056,-399,26640538
0,0.0021209004,-399,26640139
0,0.0021207924,-399,26639740
0,0.002120763,-399,26639341
0,0.0021202636,-399,26638942
0,0.0021202373,-399,26638543
0,0.002120191,-399,26638144
0,0.0021200003,-399,26637745
0,0.0021199589,-399,26637346
0,0.0021199589,-399,26636947
0,0.0021199589,-399,26636548
0,0.002119948,-399,26636149
0,0.0021197745,-399,26635750
0,0.00211973,-399,26635351
0,0.002119599,-399,26634952
0,0.002119238,-399,26634553
0,0.002119238,-399,26634154
0,0.0021188385,-399,26633755
0,0.0021187065,-399,26633356
0,0.0021186622,-399,26632957
0,0.0021184254,-399,26632558
0,0.002118388,-399,26632159
0,0.0021183386,-399,26631760
0,0.0021182832,-399,26631361
0,0.0021182357,-399,26630962
0,0.00211815,-399,26630563
0,0.00211815,-399,26630164
0,0.0021181088,-399,26629765
0,0.0021180897,-399,26629366
0,0.0021180594,-399,26628967
0,0.0021178296,-399,26628568
0,0.0021178296,-399,26628169
0,0.0021176573,-399,26627770
0,0.0021176573,-399,26627371
0,0.0021174115,-399,26626972
0,0.0021173158,-399,26626573
0,0.0021172613,-399,26626174
0,0.0021171977,-399,26625775
0,0.0021171074,-399,26625376
0,0.0021169763,-399,26624977
0,0.002116949,-399,26624578
0,0.0021167689,-399,26624179
0,0.0021167689,-399,26623780
0,0.0021167689,-399,26623381
0,0.0021166257,-399,26622982
0,0.0021164354,-399,26622583
0,0.002116238,-399,26622184
0,0.0021162168,-399,26621785
0,0.0021161102,-399,26621386
0,0.0021161102,-399,26620987
0,0.0021161102,-399,26620588
0,0.0021161102,-399,26620189
0,0.0021161102,-399,26619790
0,0.0021160971,-399,26619391
0,0.002116076,-399,26618992
0,0.0021160517,-399,26618593
0,0.0021159784,-399,26618194
0,0.0021159088,-399,26617795
0,0.0021156622,-399,26617396
0,0.0021156059,-399,26616997
0,0.0021155153,-399,26616598
0,0.0021155153,-399,26616199
0,0.002115191,-399,26615800
0,0.002115191,-399,26615401
0,0.002115191,-399,26615002
0,0.0021151225,-399,26614603
0,0.0021150825,-399,26614204
0,0.0021147523,-399,26613805
0,0.0021145903,-399,26613406
0,0.0021144967,-399,26613007
0,0.0021144766,-399,26612608
0,0.002114369,-399,26612209
